name,kind,Empty,Action,Strict,Seq,Par,LoopS,LoopOther,CoReg,Alt,Sync,And,depth,loop_depth,num_lifelines,num_symbols,operatmedtime,operatnumstates,operatnumedges,compomedtime,componumstates,componumedges,
doors_5_2_1_3_35,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,33247,329,1904,45771,3610,22215,
doors_5_2_1_3_36,Doors,0,45,23,0,1,5,0,0,20,0,0,8,1,1,94,827,33,104,2332,127,447,
doors_5_2_1_3_37,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,13820,205,1101,21650,2071,12046,
doors_5_2_1_3_38,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,4477,93,489,13599,1018,5692,
doors_5_2_1_3_39,Doors,0,45,21,0,3,5,0,0,20,0,0,8,1,1,94,118748,681,5076,885571,19000,147114,
doors_5_2_1_3_40,Doors,0,45,23,0,1,5,0,0,20,0,0,8,1,1,94,1510,33,104,1900,127,450,
doors_5_2_1_3_41,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,22382,253,1433,37103,2800,16770,
doors_5_2_1_3_42,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,2302,61,233,2858,289,1163,
doors_5_2_1_3_43,Doors,0,45,21,0,3,5,0,0,20,0,0,8,1,1,94,141354,809,5936,859091,19000,147114,
doors_5_2_1_3_44,Doors,0,45,22,0,2,5,0,0,20,0,0,8,1,1,94,1680,45,163,2490,208,790,
doors_5_2_1_3_45,Doors,0,45,21,0,3,5,0,0,20,0,0,8,1,1,94,61327,489,3424,296761,10900,80742,
doors_5_2_1_3_46,Doors,0,45,21,0,3,5,0,0,20,0,0,8,1,1,94,4789,105,548,12725,1099,6047,
doors_5_2_2_1_0,DoorsNoPar,0,30,19,0,0,5,0,0,10,0,0,8,1,1,64,292,16,30,894,31,72,
doors_5_2_2_1_1,Doors,0,30,18,0,1,5,0,0,10,0,0,8,1,1,64,2408,49,158,2812,175,691,
doors_5_2_2_1_2,Doors,0,30,18,0,1,5,0,0,10,0,0,8,1,1,64,928,40,124,1531,139,534,
doors_5_2_2_1_3,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,5322,118,532,9307,931,5134,
doors_5_2_2_1_4,Doors,0,30,18,0,1,5,0,0,10,0,0,8,1,1,64,633,31,90,1445,103,374,
doors_5_2_2_1_5,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,7687,91,392,4881,679,3625,
doors_5_2_2_1_6,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,2825,82,358,10287,643,3450,
doors_5_2_2_1_7,Doors,0,30,16,0,3,5,0,0,10,0,0,8,1,1,64,20620,241,1386,70536,4459,31165,
doors_5_2_2_1_8,Doors,0,30,18,0,1,5,0,0,10,0,0,8,1,1,64,415,22,56,1203,67,214,
doors_5_2_2_1_9,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,1999,64,252,3138,427,2095,
doors_5_2_2_1_10,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,1773,55,218,4322,391,1938,
doors_5_2_2_1_11,Doors,0,30,16,0,3,5,0,0,10,0,0,8,1,1,64,9294,160,860,32269,2695,17782,
doors_5_2_2_1_12,Doors,0,30,17,0,2,5,0,0,10,0,0,8,1,1,64,1266,46,184,6021,355,1760,
doors_5_2_2_1_13,Doors,0,30,16,0,3,5,0,0,10,0,0,8,1,1,64,7276,133,720,30744,2443,16147,
doors_5_2_2_1_14,Doors,0,30,16,0,3,5,0,0,10,0,0,8,1,1,64,8025,124,686,39696,2407,15954,
doors_5_2_2_1_16,DoorsNoPar,0,30,19,0,0,5,0,0,10,0,0,7,1,1,64,294,16,30,745,31,72,
doors_5_2_2_1_17,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,1686,49,158,3056,175,691,
doors_5_2_2_1_18,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,1107,46,152,1774,175,712,
doors_5_2_2_1_19,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,7315,151,712,8980,1183,6790,
doors_5_2_2_1_20,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,396,22,56,1072,67,214,
doors_5_2_2_1_21,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,3159,64,252,2938,427,2095,
doors_5_2_2_1_22,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,2795,82,358,7258,643,3450,
doors_5_2_2_1_23,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,23379,277,1584,69005,4459,31165,
doors_5_2_2_1_24,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,516,22,56,1084,67,220,
doors_5_2_2_1_25,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,3042,73,290,3031,427,2116,
doors_5_2_2_1_26,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,2887,82,358,7185,643,3450,
doors_5_2_2_1_27,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,23059,295,1696,71360,4459,31165,
doors_5_2_2_1_28,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,639,28,82,1963,103,368,
doors_5_2_2_1_29,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,3686,88,384,5244,679,3562,
doors_5_2_2_1_30,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,9291,151,838,36652,2407,15954,
doors_5_2_2_1_32,DoorsNoPar,0,30,19,0,0,5,0,0,10,0,0,7,1,1,64,285,16,30,723,31,72,
doors_5_2_2_1_33,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,1977,64,220,1815,247,1047,
doors_5_2_2_1_34,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,739,31,90,1282,103,374,
doors_5_2_2_1_35,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,6907,151,706,10577,1183,6790,
doors_5_2_2_1_36,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,404,22,56,1069,67,214,
doors_5_2_2_1_37,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,3744,100,426,6302,715,3821,
doors_5_2_2_1_38,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,1264,46,184,3839,355,1760,
doors_5_2_2_1_39,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,19547,241,1386,67884,4459,31165,
doors_5_2_2_1_40,Doors,0,30,18,0,1,5,0,0,10,0,0,7,1,1,64,563,22,56,1094,67,217,
doors_5_2_2_1_41,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,4890,118,532,6187,931,5134,
doors_5_2_2_1_42,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,986,37,116,2011,139,525,
doors_5_2_2_1_43,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,21396,295,1696,64487,4459,31165,
doors_5_2_2_1_44,Doors,0,30,17,0,2,5,0,0,10,0,0,7,1,1,64,687,28,82,1359,103,359,
doors_5_2_2_1_45,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,10590,187,1012,29753,2695,17782,
doors_5_2_2_1_46,Doors,0,30,16,0,3,5,0,0,10,0,0,7,1,1,64,1566,52,210,3821,391,1917,
doors_5_2_2_2_0,DoorsNoPar,0,40,24,0,0,5,0,0,15,0,0,9,1,1,84,433,21,40,1236,41,92,
doors_5_2_2_2_1,Doors,0,40,23,0,1,5,0,0,15,0,0,9,1,1,84,3061,81,278,2170,297,1177,
doors_5_2_2_2_2,Doors,0,40,23,0,1,5,0,0,15,0,0,9,1,1,84,2012,65,216,2450,233,902,
doors_5_2_2_2_3,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,17897,253,1262,21286,2025,11422,
doors_5_2_2_2_4,Doors,0,40,23,0,1,5,0,0,15,0,0,9,1,1,84,1655,49,154,2375,169,624,
doors_5_2_2_2_5,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,11330,189,908,13455,1449,7953,
doors_5_2_2_2_6,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,8506,173,846,17629,1385,7654,
doors_5_2_2_2_7,Doors,0,40,21,0,3,5,0,0,15,0,0,9,1,1,84,99000,681,4450,393101,12393,89859,
doors_5_2_2_2_8,Doors,0,40,23,0,1,5,0,0,15,0,0,9,1,1,84,822,33,92,2426,105,346,
doors_5_2_2_2_9,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,5876,125,554,8186,873,4457,
doors_5_2_2_2_10,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,5992,109,492,12410,809,4182,
doors_5_2_2_2_11,Doors,0,40,21,0,3,5,0,0,15,0,0,9,1,1,84,50926,425,2628,149210,7209,49790,
doors_5_2_2_2_12,Doors,0,40,22,0,2,5,0,0,15,0,0,9,1,1,84,3831,93,430,10562,745,3880,
doors_5_2_2_2_13,Doors,0,40,21,0,3,5,0,0,15,0,0,9,1,1,84,37295,361,2274,131796,6633,46105,
doors_5_2_2_2_14,Doors,0,40,21,0,3,5,0,0,15,0,0,9,1,1,84,33219,345,2212,156696,6569,45782,
doors_5_2_2_2_16,DoorsNoPar,0,40,24,0,0,5,0,0,15,0,0,8,1,1,84,451,21,40,1142,41,92,
doors_5_2_2_2_17,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,2915,81,278,3284,297,1177,
doors_5_2_2_2_18,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,2341,77,270,3025,297,1204,
doors_5_2_2_2_19,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,27488,329,1686,29203,2601,15134,
doors_5_2_2_2_20,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,758,33,92,1953,105,346,
doors_5_2_2_2_21,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,6816,125,554,6380,873,4457,
doors_5_2_2_2_22,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,9856,173,846,17662,1385,7654,
doors_5_2_2_2_23,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,107565,761,4906,402813,12393,89859,
doors_5_2_2_2_24,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,1018,33,92,1606,105,352,
doors_5_2_2_2_25,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,7778,141,622,7158,873,4484,
doors_5_2_2_2_26,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,12091,173,846,20007,1385,7654,
doors_5_2_2_2_27,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,113068,809,5214,397093,12393,89859,
doors_5_2_2_2_28,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,1666,45,144,2226,169,612,
doors_5_2_2_2_29,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,9938,185,898,13920,1449,7818,
doors_5_2_2_2_30,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,41818,409,2590,156444,6569,45782,
doors_5_2_2_2_32,DoorsNoPar,0,40,24,0,0,5,0,0,15,0,0,8,1,1,84,453,21,40,1031,41,92,
doors_5_2_2_2_33,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,3894,109,394,2749,425,1781,
doors_5_2_2_2_34,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,1169,49,154,2041,169,624,
doors_5_2_2_2_35,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,26896,329,1678,30486,2601,15134,
doors_5_2_2_2_36,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,735,33,92,1744,105,346,
doors_5_2_2_2_37,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,11466,205,970,15123,1513,8279,
doors_5_2_2_2_38,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,3534,93,430,11388,745,3880,
doors_5_2_2_2_39,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,96800,681,4450,384000,12393,89859,
doors_5_2_2_2_40,Doors,0,40,23,0,1,5,0,0,15,0,0,8,1,1,84,1441,33,92,1734,105,349,
doors_5_2_2_2_41,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,19943,253,1262,21469,2025,11422,
doors_5_2_2_2_42,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,2070,61,206,5586,233,887,
doors_5_2_2_2_43,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,117579,809,5214,375891,12393,89859,
doors_5_2_2_2_44,Doors,0,40,22,0,2,5,0,0,15,0,0,8,1,1,84,1654,45,144,2053,169,603,
doors_5_2_2_2_45,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,53828,489,3006,140399,7209,49790,
doors_5_2_2_2_46,Doors,0,40,21,0,3,5,0,0,15,0,0,8,1,1,84,4371,105,482,9301,809,4149,
doors_5_2_3_1_0,DoorsNoPar,0,35,24,0,0,5,0,0,10,0,0,9,1,1,74,424,21,35,986,36,77,
doors_5_2_3_1_1,Doors,0,35,23,0,1,5,0,0,10,0,0,9,1,1,74,2472,81,242,1878,232,857,
doors_5_2_3_1_2,Doors,0,35,23,0,1,5,0,0,10,0,0,9,1,1,74,3278,65,188,1964,183,659,
doors_5_2_3_1_3,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,17360,253,1091,14624,1408,7322,
doors_5_2_3_1_4,Doors,0,35,23,0,1,5,0,0,10,0,0,9,1,1,74,1002,49,134,1837,134,458,
doors_5_2_3_1_5,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,11651,189,785,7328,1016,5127,
doors_5_2_3_1_6,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,9241,173,731,12772,967,4908,
doors_5_2_3_1_7,Doors,0,35,21,0,3,5,0,0,10,0,0,9,1,1,74,84797,681,3824,162786,7680,50922,
doors_5_2_3_1_8,Doors,0,35,23,0,1,5,0,0,10,0,0,9,1,1,74,610,33,80,1589,85,257,
doors_5_2_3_1_9,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,4340,125,479,4580,624,2908,
doors_5_2_3_1_10,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,3847,109,425,6252,575,2710,
doors_5_2_3_1_11,Doors,0,35,21,0,3,5,0,0,10,0,0,9,1,1,74,40130,425,2258,66098,4544,28546,
doors_5_2_3_1_12,Doors,0,35,22,0,2,5,0,0,10,0,0,9,1,1,74,2995,93,371,7754,526,2488,
doors_5_2_3_1_13,Doors,0,35,21,0,3,5,0,0,10,0,0,9,1,1,74,31777,361,1952,58308,4152,26183,
doors_5_2_3_1_14,Doors,0,35,21,0,3,5,0,0,10,0,0,9,1,1,74,27495,345,1898,84185,4103,25943,
doors_5_2_3_1_16,DoorsNoPar,0,35,24,0,0,5,0,0,10,0,0,8,1,1,74,370,21,35,1037,36,77,
doors_5_2_3_1_17,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,2450,81,242,1685,232,857,
doors_5_2_3_1_18,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,1903,77,235,2247,232,881,
doors_5_2_3_1_19,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,21109,329,1460,16139,1800,9709,
doors_5_2_3_1_20,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,803,33,80,1302,85,257,
doors_5_2_3_1_21,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,4217,125,479,4258,624,2908,
doors_5_2_3_1_22,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,8076,173,731,12132,967,4908,
doors_5_2_3_1_23,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,88539,761,4224,157819,7680,50922,
doors_5_2_3_1_24,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,834,33,80,1297,85,263,
doors_5_2_3_1_25,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,5853,141,539,7156,624,2932,
doors_5_2_3_1_26,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,7424,173,731,10864,967,4908,
doors_5_2_3_1_27,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,92176,809,4492,157317,7680,50922,
doors_5_2_3_1_28,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,1155,45,125,1846,134,449,
doors_5_2_3_1_29,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,8223,185,776,8776,1016,5031,
doors_5_2_3_1_30,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,33880,409,2228,101132,4103,25943,
doors_5_2_3_1_32,DoorsNoPar,0,35,24,0,0,5,0,0,10,0,0,8,1,1,74,685,21,35,1576,36,77,
doors_5_2_3_1_33,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,6746,109,343,2245,330,1301,
doors_5_2_3_1_34,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,1024,49,134,1652,134,458,
doors_5_2_3_1_35,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,35657,329,1452,16408,1800,9709,
doors_5_2_3_1_36,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,1186,33,80,2684,85,257,
doors_5_2_3_1_37,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,16232,205,839,11962,1065,5370,
doors_5_2_3_1_38,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,4047,93,371,7782,526,2488,
doors_5_2_3_1_39,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,80853,681,3824,157815,7680,50922,
doors_5_2_3_1_40,Doors,0,35,23,0,1,5,0,0,10,0,0,8,1,1,74,934,33,80,1158,85,260,
doors_5_2_3_1_41,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,13126,253,1091,11954,1408,7322,
doors_5_2_3_1_42,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,1562,61,179,1797,183,647,
doors_5_2_3_1_43,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,91875,809,4492,151293,7680,50922,
doors_5_2_3_1_44,Doors,0,35,22,0,2,5,0,0,10,0,0,8,1,1,74,1140,45,125,1592,134,440,
doors_5_2_3_1_45,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,41255,489,2588,60890,4544,28546,
doors_5_2_3_1_46,Doors,0,35,21,0,3,5,0,0,10,0,0,8,1,1,74,3305,105,416,5502,575,2683,
doors_5_2_3_2_0,DoorsNoPar,0,45,29,0,0,5,0,0,15,0,0,10,1,1,94,537,26,45,1366,46,97,
doors_5_2_3_2_1,Doors,0,45,28,0,1,5,0,0,15,0,0,10,1,1,94,4712,121,386,2555,370,1391,
doors_5_2_3_2_2,Doors,0,45,28,0,1,5,0,0,15,0,0,10,1,1,94,3718,96,298,3607,289,1063,
doors_5_2_3_2_3,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,42505,466,2190,28748,2800,15050,
doors_5_2_3_2_4,Doors,0,45,28,0,1,5,0,0,15,0,0,10,1,1,94,1788,71,210,2715,208,732,
doors_5_2_3_2_5,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,23048,341,1553,19639,1990,10427,
doors_5_2_3_2_6,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,19914,316,1465,26275,1909,10072,
doors_5_2_3_2_7,Doors,0,45,26,0,3,5,0,0,15,0,0,10,1,1,94,368914,1561,9682,833872,19000,131714,
doors_5_2_3_2_8,Doors,0,45,28,0,1,5,0,0,15,0,0,10,1,1,94,1010,46,122,2155,127,401,
doors_5_2_3_2_9,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,11746,216,916,13604,1180,5774,
doors_5_2_3_2_10,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,12432,191,828,17600,1099,5446,
doors_5_2_3_2_11,Doors,0,45,26,0,3,5,0,0,15,0,0,10,1,1,94,142520,936,5544,287858,10900,72182,
doors_5_2_3_2_12,Doors,0,45,27,0,2,5,0,0,15,0,0,10,1,1,94,7943,166,740,18166,1018,5088,
doors_5_2_3_2_13,Doors,0,45,26,0,3,5,0,0,15,0,0,10,1,1,94,118749,811,4907,263178,10090,67289,
doors_5_2_3_2_14,Doors,0,45,26,0,3,5,0,0,15,0,0,10,1,1,94,117174,786,4819,308555,10009,66907,
doors_5_2_3_2_16,DoorsNoPar,0,45,29,0,0,5,0,0,15,0,0,9,1,1,94,658,26,45,1188,46,97,
doors_5_2_3_2_17,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,5228,121,386,2913,370,1391,
doors_5_2_3_2_18,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,4087,116,377,6449,370,1421,
doors_5_2_3_2_19,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,59594,611,2926,44598,3610,19973,
doors_5_2_3_2_20,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,1019,46,122,2023,127,401,
doors_5_2_3_2_21,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,10650,216,916,12737,1180,5774,
doors_5_2_3_2_22,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,21897,316,1465,27536,1909,10072,
doors_5_2_3_2_23,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,401542,1711,10467,834035,19000,131714,
doors_5_2_3_2_24,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,1630,46,122,2371,127,407,
doors_5_2_3_2_25,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,16813,241,1012,9179,1180,5804,
doors_5_2_3_2_26,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,24074,316,1465,28795,1909,10072,
doors_5_2_3_2_27,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,405749,1811,11046,830721,19000,131714,
doors_5_2_3_2_28,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,2098,66,199,3525,208,717,
doors_5_2_3_2_29,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,28375,336,1542,20041,1990,10247,
doors_5_2_3_2_30,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,124065,911,5496,295091,10009,66907,
doors_5_2_3_2_32,DoorsNoPar,0,45,29,0,0,5,0,0,15,0,0,9,1,1,94,644,26,45,1164,46,97,
doors_5_2_3_2_33,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,8182,166,553,3841,532,2107,
doors_5_2_3_2_34,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,1881,71,210,2530,208,732,
doors_5_2_3_2_35,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,66782,611,2916,43593,3610,19973,
doors_5_2_3_2_36,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,1007,46,122,2053,127,401,
doors_5_2_3_2_37,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,27729,366,1641,20632,2071,10812,
doors_5_2_3_2_38,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,9551,166,740,12730,1018,5088,
doors_5_2_3_2_39,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,343743,1561,9682,810299,19000,131714,
doors_5_2_3_2_40,Doors,0,45,28,0,1,5,0,0,15,0,0,9,1,1,94,1667,46,122,1657,127,404,
doors_5_2_3_2_41,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,41851,466,2190,27098,2800,15050,
doors_5_2_3_2_42,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,3348,91,287,2755,289,1045,
doors_5_2_3_2_43,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,427951,1811,11046,787415,19000,131714,
doors_5_2_3_2_44,Doors,0,45,27,0,2,5,0,0,15,0,0,9,1,1,94,2154,66,199,2396,208,708,
doors_5_2_3_2_45,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,162657,1061,6221,280832,10900,72182,
doors_5_2_3_2_46,Doors,0,45,26,0,3,5,0,0,15,0,0,9,1,1,94,9901,186,817,14818,1099,5407,
doors_5_3_1_1_0,DoorsNoPar,0,35,14,0,0,5,0,0,20,0,0,8,1,1,74,343,11,35,1109,36,127,
doors_5_3_1_1_1,Doors,0,35,13,0,1,5,0,0,20,0,0,8,1,1,74,1172,25,125,2301,232,1339,
doors_5_3_1_1_2,Doors,0,35,13,0,1,5,0,0,20,0,0,8,1,1,74,1990,21,100,2434,183,1028,
doors_5_3_1_1_3,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,2880,43,276,17170,1408,11159,
doors_5_3_1_1_4,Doors,0,35,13,0,1,5,0,0,20,0,0,8,1,1,74,586,17,75,3927,134,709,
doors_5_3_1_1_5,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,4025,35,213,14078,1016,7779,
doors_5_3_1_1_6,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,1763,31,188,16020,967,7412,
doors_5_3_1_1_7,Doors,0,35,11,0,3,5,0,0,20,0,0,8,1,1,74,6017,61,467,214809,7680,76223,
doors_5_3_1_1_8,Doors,0,35,13,0,1,5,0,0,20,0,0,8,1,1,74,442,13,50,1982,85,390,
doors_5_3_1_1_9,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,1374,27,150,5588,624,4335,
doors_5_3_1_1_10,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,1121,23,125,8840,575,4024,
doors_5_3_1_1_11,Doors,0,35,11,0,3,5,0,0,20,0,0,8,1,1,74,3754,45,318,86284,4544,42155,
doors_5_3_1_1_12,Doors,0,35,12,0,2,5,0,0,20,0,0,8,1,1,74,941,19,100,9257,526,3649,
doors_5_3_1_1_13,Doors,0,35,11,0,3,5,0,0,20,0,0,8,1,1,74,2870,37,255,77322,4152,38327,
doors_5_3_1_1_14,Doors,0,35,11,0,3,5,0,0,20,0,0,8,1,1,74,2562,33,230,100390,4103,37904,
doors_5_3_1_1_16,DoorsNoPar,0,35,14,0,0,5,0,0,20,0,0,7,1,1,74,300,11,35,1106,36,127,
doors_5_3_1_1_17,Doors,0,35,13,0,1,5,0,0,20,0,0,7,1,1,74,1237,25,125,2075,232,1339,
doors_5_3_1_1_18,Doors,0,35,13,0,1,5,0,0,20,0,0,7,1,1,74,912,23,118,3096,232,1403,
doors_5_3_1_1_19,Doors,0,35,12,0,2,5,0,0,20,0,0,7,1,1,74,4057,53,369,23377,1800,15051,
doors_5_3_1_1_20,Doors,0,35,13,0,1,5,0,0,20,0,0,7,1,1,74,391,13,50,1567,85,390,
doors_5_3_1_1_21,Doors,0,35,12,0,2,5,0,0,20,0,0,7,1,1,74,1348,27,150,6951,624,4335,
doors_5_3_1_1_22,Doors,0,35,12,0,2,5,0,0,20,0,0,7,1,1,74,1804,31,188,14849,967,7412,
doors_5_3_1_1_23,Doors,0,35,11,0,3,5,0,0,20,0,0,7,1,1,74,6880,73,573,215833,7680,76223,
doors_5_3_1_1_24,Doors,0,35,13,0,1,5,0,0,20,0,0,7,1,1,74,558,13,50,1569,85,414,
doors_5_3_1_1_25,Doors,0,35,12,0,2,5,0,0,20,0,0,7,1,1,74,1815,31,178,5788,624,4463,
doors_5_3_1_1_26,Doors,0,35,12,0,2,5,0,0,20,0,0,7,1,1,74,1875,31,188,15321,967,7412,
